Datetime,Open,High,Low,Close,Adj Close,Volume
2023-06-12 09:30:00,356.1099853515625,356.4599914550781,355.6400146484375,356.1099853515625,356.1099853515625,3775542
2023-06-12 09:45:00,356.1099853515625,356.489990234375,355.7300109863281,355.9599914550781,355.9599914550781,1670700
2023-06-12 10:00:00,355.9700012207031,356.2699890136719,355.20001220703125,355.760009765625,355.760009765625,1753034
2023-06-12 10:15:00,355.760009765625,356.3399963378906,355.20001220703125,356.239990234375,356.239990234375,1599160
2023-06-12 10:30:00,356.25,356.44000244140625,355.8900146484375,356.3948974609375,356.3948974609375,1345803
2023-06-12 10:45:00,356.3999938964844,356.85400390625,355.9100036621094,356.010009765625,356.010009765625,1398665
2023-06-12 11:00:00,356.00140380859375,356.29998779296875,355.6700134277344,356.1300964355469,356.1300964355469,1254327
2023-06-12 11:15:00,356.1199951171875,356.5799865722656,356.05999755859375,356.430908203125,356.430908203125,1049374
2023-06-12 11:30:00,356.44000244140625,357.3190002441406,356.44000244140625,357.2900085449219,357.2900085449219,1584304
2023-06-12 11:45:00,357.2850036621094,357.4200134277344,357.0,357.2799987792969,357.2799987792969,1260906
2023-06-12 12:00:00,357.2799987792969,357.30999755859375,356.82000732421875,356.9200134277344,356.9200134277344,702582
2023-06-12 12:15:00,356.92498779296875,357.260009765625,356.8299865722656,357.1435852050781,357.1435852050781,608064
2023-06-12 12:30:00,357.159912109375,357.5,357.1300048828125,357.2900085449219,357.2900085449219,1121388
2023-06-12 12:45:00,357.29998779296875,357.44000244140625,357.05999755859375,357.3599853515625,357.3599853515625,558244
2023-06-12 13:00:00,357.3500061035156,357.5199890136719,357.25,357.41400146484375,357.41400146484375,594984
2023-06-12 13:15:00,357.4100036621094,357.489990234375,357.2406921386719,357.40899658203125,357.40899658203125,452893
2023-06-12 13:30:00,357.4200134277344,357.8800048828125,357.29998779296875,357.8200988769531,357.8200988769531,879363
2023-06-12 13:45:00,357.8299865722656,358.3500061035156,357.82000732421875,358.32000732421875,358.32000732421875,1619823
2023-06-12 14:00:00,358.32000732421875,358.3699951171875,358.1000061035156,358.239990234375,358.239990234375,801478
2023-06-12 14:15:00,358.2412109375,358.3699035644531,358.04998779296875,358.19000244140625,358.19000244140625,908073
2023-06-12 14:30:00,358.19000244140625,358.4800109863281,358.1600036621094,358.45989990234375,358.45989990234375,858812
2023-06-12 14:45:00,358.4599914550781,359.2900085449219,358.3999938964844,359.2300109863281,359.2300109863281,1244721
2023-06-12 15:00:00,359.2395935058594,360.1000061035156,358.9800109863281,359.9400939941406,359.9400939941406,1854005
2023-06-12 15:15:00,359.94000244140625,360.2799987792969,359.3399963378906,359.760009765625,359.760009765625,2193031
2023-06-12 15:30:00,359.7300109863281,360.4399108886719,359.54998779296875,359.92999267578125,359.92999267578125,2540778
2023-06-12 15:45:00,359.9200134277344,360.5899963378906,359.8399963378906,360.5299987792969,360.5299987792969,4734705
2023-06-13 09:30:00,363.2900085449219,364.1099853515625,362.510009765625,363.05999755859375,363.05999755859375,8376146
2023-06-13 09:45:00,363.05999755859375,363.0849914550781,361.239990234375,361.489990234375,361.489990234375,3758469
2023-06-13 10:00:00,361.5150146484375,362.15008544921875,360.0299987792969,360.5199890136719,360.5199890136719,3197861
2023-06-13 10:15:00,360.510009765625,361.3900146484375,360.05999755859375,360.7799987792969,360.7799987792969,2165646
2023-06-13 10:30:00,360.7950134277344,361.8900146484375,360.4100036621094,361.4966125488281,361.4966125488281,1678183
2023-06-13 10:45:00,361.510009765625,362.29998779296875,361.260009765625,362.0899963378906,362.0899963378906,1432801
2023-06-13 11:00:00,362.1000061035156,363.3299865722656,361.67999267578125,363.2200012207031,363.2200012207031,1540769
2023-06-13 11:15:00,363.2200012207031,363.6400146484375,362.8999938964844,363.1299133300781,363.1299133300781,1810424
2023-06-13 11:30:00,363.1600036621094,363.2149963378906,362.3900146484375,362.6300048828125,362.6300048828125,1441775
2023-06-13 11:45:00,362.6300048828125,363.19000244140625,362.20001220703125,362.2300109863281,362.2300109863281,1457650
2023-06-13 12:00:00,362.25,363.0450134277344,361.8399963378906,362.9100036621094,362.9100036621094,1071277
2023-06-13 12:15:00,362.8919982910156,362.9700012207031,362.0899963378906,362.6099853515625,362.6099853515625,1149005
2023-06-13 12:30:00,362.6199951171875,363.18499755859375,362.489990234375,363.09869384765625,363.09869384765625,1130540
2023-06-13 12:45:00,363.08990478515625,363.3999938964844,362.7099914550781,363.3985900878906,363.3985900878906,1239619
2023-06-13 13:00:00,363.3999938964844,363.7099914550781,362.4599914550781,362.8500061035156,362.8500061035156,1480018
2023-06-13 13:15:00,362.8399963378906,363.2200012207031,362.69000244140625,363.1080017089844,363.1080017089844,1406608
2023-06-13 13:30:00,363.1199951171875,363.5,363.04998779296875,363.45001220703125,363.45001220703125,894805
2023-06-13 13:45:00,363.4800109863281,363.55999755859375,362.82000732421875,363.0899963378906,363.0899963378906,1057681
2023-06-13 14:00:00,363.0950012207031,363.239990234375,362.1017150878906,362.6300048828125,362.6300048828125,2038059
2023-06-13 14:15:00,362.6499938964844,362.739990234375,361.29998779296875,361.6000061035156,361.6000061035156,1508502
2023-06-13 14:30:00,361.6000061035156,361.8599853515625,361.260009765625,361.7799987792969,361.7799987792969,1968434
2023-06-13 14:45:00,361.7799987792969,362.7200012207031,361.4649963378906,362.5299987792969,362.5299987792969,1637196
2023-06-13 15:00:00,362.5299987792969,362.8800048828125,362.3999938964844,362.7799987792969,362.7799987792969,1890855
2023-06-13 15:15:00,362.7799987792969,363.17999267578125,362.55999755859375,362.6199951171875,362.6199951171875,1799015
2023-06-13 15:30:00,362.6199951171875,363.1000061035156,362.4599914550781,362.7099914550781,362.7099914550781,1742124
2023-06-13 15:45:00,362.70001220703125,363.4100036621094,362.6600036621094,363.2799987792969,363.2799987792969,4837916
2023-06-14 09:30:00,363.2699890136719,363.4798889160156,362.260009765625,363.3865051269531,363.3865051269531,4358828
2023-06-14 09:45:00,363.3699951171875,363.9800109863281,363.3599853515625,363.8699951171875,363.8699951171875,2583210
2023-06-14 10:00:00,363.8800048828125,364.5,363.57000732421875,364.44000244140625,364.44000244140625,2011314
2023-06-14 10:15:00,364.43609619140625,365.1199951171875,364.2099914550781,364.5050048828125,364.5050048828125,2501671
2023-06-14 10:30:00,364.5400085449219,365.2900085449219,364.4800109863281,365.0632019042969,365.0632019042969,2880299
2023-06-14 10:45:00,365.05999755859375,365.239990234375,364.510009765625,364.5799865722656,364.5799865722656,1683722
2023-06-14 11:00:00,364.5799865722656,365.3699951171875,364.2016906738281,365.30999755859375,365.30999755859375,1596230
2023-06-14 11:15:00,365.32000732421875,366.19000244140625,365.32000732421875,365.739990234375,365.739990234375,2763502
2023-06-14 11:30:00,365.75,365.9100036621094,365.3699951171875,365.4100036621094,365.4100036621094,1106265
2023-06-14 11:45:00,365.4200134277344,365.5198974609375,364.9700012207031,365.19000244140625,365.19000244140625,1057112
2023-06-14 12:00:00,365.17999267578125,365.3900146484375,364.55999755859375,365.34649658203125,365.34649658203125,1004710
2023-06-14 12:15:00,365.3399963378906,365.55999755859375,365.19000244140625,365.2699890136719,365.2699890136719,874527
2023-06-14 12:30:00,365.27899169921875,365.2850036621094,365.010009765625,365.0199890136719,365.0199890136719,702881
2023-06-14 12:45:00,365.0299987792969,365.32000732421875,364.9005126953125,365.2650146484375,365.2650146484375,1347822
2023-06-14 13:00:00,365.2699890136719,365.2799987792969,364.3299865722656,364.510009765625,364.510009765625,1177413
2023-06-14 13:15:00,364.5,364.5,363.9700012207031,364.2709045410156,364.2709045410156,1164699
2023-06-14 13:30:00,364.2850036621094,364.5199890136719,363.8299865722656,364.09381103515625,364.09381103515625,790992
2023-06-14 13:45:00,364.1099853515625,364.3999938964844,363.9599914550781,364.2898864746094,364.2898864746094,1429105
2023-06-14 14:00:00,364.20550537109375,364.20550537109375,360.4200134277344,362.1199951171875,362.1199951171875,7230005
2023-06-14 14:15:00,362.04998779296875,362.239990234375,360.8500061035156,361.989990234375,361.989990234375,3276445
2023-06-14 14:30:00,361.989990234375,364.5199890136719,361.42999267578125,364.3922119140625,364.3922119140625,4720268
2023-06-14 14:45:00,364.3999938964844,365.0799865722656,363.7300109863281,364.239990234375,364.239990234375,3432462
2023-06-14 15:00:00,364.239990234375,366.1600036621094,364.1600036621094,364.23980712890625,364.23980712890625,3533374
2023-06-14 15:15:00,364.260009765625,365.5799865722656,363.40020751953125,364.44000244140625,364.44000244140625,3470811
2023-06-14 15:30:00,364.4599914550781,365.0299987792969,363.9901123046875,364.489990234375,364.489990234375,3533795
2023-06-14 15:45:00,364.489990234375,365.9100036621094,363.3900146484375,365.8999938964844,365.8999938964844,6287929
2023-06-15 09:30:00,364.6099853515625,365.79010009765625,363.9800109863281,365.6799011230469,365.6799011230469,5926211
2023-06-15 09:45:00,365.67999267578125,366.5799865722656,365.3699951171875,366.07000732421875,366.07000732421875,3537043
2023-06-15 10:00:00,366.0799865722656,367.4700012207031,365.6600036621094,367.0,367.0,3169682
2023-06-15 10:15:00,367.0,367.739990234375,366.42498779296875,367.614990234375,367.614990234375,2762430
2023-06-15 10:30:00,367.6300048828125,367.6700134277344,366.44000244140625,367.1400146484375,367.1400146484375,1785749
2023-06-15 10:45:00,367.1300048828125,368.010009765625,367.04998779296875,367.3900146484375,367.3900146484375,1482114
2023-06-15 11:00:00,367.4299011230469,367.989990234375,367.0299987792969,367.7095031738281,367.7095031738281,2042661
2023-06-15 11:15:00,367.7099914550781,368.30999755859375,367.6000061035156,368.29998779296875,368.29998779296875,2290919
2023-06-15 11:30:00,368.2900085449219,369.0199890136719,367.92999267578125,368.6499938964844,368.6499938964844,2590719
2023-06-15 11:45:00,368.6650085449219,368.8900146484375,367.9100036621094,368.5799865722656,368.5799865722656,1875483
2023-06-15 12:00:00,368.5799865722656,368.8988037109375,368.1300048828125,368.1300048828125,368.1300048828125,1144662
2023-06-15 12:15:00,368.14990234375,368.6499938964844,368.1300048828125,368.4200134277344,368.4200134277344,1118813
2023-06-15 12:30:00,368.42718505859375,368.69000244140625,367.8299865722656,368.3900146484375,368.3900146484375,1788407
2023-06-15 12:45:00,368.3999938964844,368.45001220703125,367.9200134277344,368.4049987792969,368.4049987792969,766419
2023-06-15 13:00:00,368.4100036621094,368.4700012207031,367.5899963378906,367.61090087890625,367.61090087890625,1167437
2023-06-15 13:15:00,367.5950012207031,368.5799865722656,367.5101013183594,368.55999755859375,368.55999755859375,1187662
2023-06-15 13:30:00,368.57000732421875,369.2300109863281,368.5198974609375,369.1400146484375,369.1400146484375,1024931
2023-06-15 13:45:00,369.1199951171875,369.8500061035156,369.0899963378906,369.6600036621094,369.6600036621094,1523756
2023-06-15 14:00:00,369.6600036621094,369.92999267578125,369.1400146484375,369.1600036621094,369.1600036621094,1810771
2023-06-15 14:15:00,369.1400146484375,369.8800048828125,368.92999267578125,369.75,369.75,1869494
2023-06-15 14:30:00,369.760009765625,370.760009765625,369.67999267578125,370.70001220703125,370.70001220703125,2299003
2023-06-15 14:45:00,370.7099914550781,371.7699890136719,370.3699951171875,371.45001220703125,371.45001220703125,4737303
2023-06-15 15:00:00,371.4599914550781,371.6700134277344,370.46978759765625,371.44000244140625,371.44000244140625,3123347
2023-06-15 15:15:00,371.4200134277344,371.6700134277344,370.6401062011719,371.1000061035156,371.1000061035156,2477027
2023-06-15 15:30:00,371.0899963378906,371.3399963378906,370.54998779296875,370.6700134277344,370.6700134277344,3745929
2023-06-15 15:45:00,370.6600036621094,371.3599853515625,369.8299865722656,370.25,370.25,7519818
2023-06-16 09:30:00,372.7200012207031,372.8500061035156,369.7799987792969,369.9100036621094,369.9100036621094,8776242
2023-06-16 09:45:00,369.92999267578125,370.4200134277344,369.3800048828125,370.03759765625,370.03759765625,2521886
2023-06-16 10:00:00,370.0199890136719,370.9599914550781,369.6400146484375,370.2099914550781,370.2099914550781,2729917
2023-06-16 10:15:00,370.2099914550781,371.2850036621094,369.8699951171875,371.25,371.25,2382466
2023-06-16 10:30:00,371.2349853515625,371.3299865722656,370.2326965332031,370.2699890136719,370.2699890136719,12215468
2023-06-16 10:45:00,370.260009765625,370.7099914550781,369.6400146484375,370.3399963378906,370.3399963378906,1470794
2023-06-16 11:00:00,370.3399963378906,371.3500061035156,369.9599914550781,371.1300048828125,371.1300048828125,2086830
2023-06-16 11:15:00,371.1199951171875,371.1199951171875,369.1300964355469,369.5799865722656,369.5799865722656,2367659
2023-06-16 11:30:00,369.6000061035156,370.0299987792969,369.489990234375,369.8999938964844,369.8999938964844,1412912
2023-06-16 11:45:00,369.8999938964844,370.3399963378906,369.260009765625,370.30999755859375,370.30999755859375,1586869
2023-06-16 12:00:00,370.32989501953125,370.5150146484375,370.010009765625,370.0555114746094,370.0555114746094,2283134
2023-06-16 12:15:00,370.07000732421875,370.7250061035156,369.9800109863281,370.69000244140625,370.69000244140625,1115540
2023-06-16 12:30:00,370.70001220703125,370.9800109863281,370.4800109863281,370.55999755859375,370.55999755859375,873750
2023-06-16 12:45:00,370.56500244140625,371.30999755859375,370.48089599609375,371.010009765625,371.010009765625,1263656
2023-06-16 13:00:00,371.010009765625,371.1400146484375,370.1899108886719,370.5096130371094,370.5096130371094,1286266
2023-06-16 13:15:00,370.510009765625,370.67999267578125,370.1400146484375,370.2698974609375,370.2698974609375,1385078
2023-06-16 13:30:00,370.2699890136719,370.510009765625,370.0400085449219,370.44000244140625,370.44000244140625,902769
2023-06-16 13:45:00,370.44000244140625,370.5150146484375,369.80999755859375,370.29998779296875,370.29998779296875,1400310
2023-06-16 14:00:00,370.2900085449219,370.4198913574219,369.6700134277344,369.8299865722656,369.8299865722656,1494958
2023-06-16 14:15:00,369.8299865722656,369.9700012207031,369.57000732421875,369.8299865722656,369.8299865722656,1817829
2023-06-16 14:30:00,369.8399963378906,369.8399963378906,369.1199951171875,369.3500061035156,369.3500061035156,1400953
2023-06-16 14:45:00,369.3500061035156,369.460205078125,368.79998779296875,368.8500061035156,368.8500061035156,1676190
2023-06-16 15:00:00,368.8399963378906,368.94989013671875,368.05938720703125,368.0799865722656,368.0799865722656,1959926
2023-06-16 15:15:00,368.07000732421875,368.89190673828125,368.0400085449219,368.3504943847656,368.3504943847656,3074089
2023-06-16 15:30:00,368.3999938964844,369.1098937988281,368.3599853515625,368.6499938964844,368.6499938964844,4341977
2023-06-16 15:45:00,368.6499938964844,369.0299987792969,367.4800109863281,367.8999938964844,367.8999938964844,10198305
2023-06-20 09:30:00,366.17999267578125,367.8599853515625,366.1700134277344,367.510009765625,367.510009765625,5018401
2023-06-20 09:45:00,367.4549865722656,368.32000732421875,366.2699890136719,366.2795104980469,366.2795104980469,2556549
2023-06-20 10:00:00,366.2699890136719,366.8699951171875,365.7799987792969,365.9700012207031,365.9700012207031,1760635
2023-06-20 10:15:00,365.9599914550781,365.989990234375,363.9800109863281,364.2499084472656,364.2499084472656,3103186
2023-06-20 10:30:00,364.25,364.9599914550781,363.889892578125,364.79998779296875,364.79998779296875,3260391
2023-06-20 10:45:00,364.79998779296875,365.0,364.2591857910156,364.4200134277344,364.4200134277344,1524280
2023-06-20 11:00:00,364.43499755859375,365.3999938964844,364.4280090332031,364.7900085449219,364.7900085449219,1389972
2023-06-20 11:15:00,364.7900085449219,365.1429138183594,364.55999755859375,365.0599060058594,365.0599060058594,1577335
2023-06-20 11:30:00,365.07000732421875,365.5400085449219,365.010009765625,365.0299987792969,365.0299987792969,1210973
2023-06-20 11:45:00,365.0199890136719,365.42999267578125,364.7799987792969,364.82000732421875,364.82000732421875,1322447
2023-06-20 12:00:00,364.80999755859375,365.80999755859375,364.6600036621094,365.5899963378906,365.5899963378906,967336
2023-06-20 12:15:00,365.5899963378906,366.7300109863281,365.5400085449219,366.6499938964844,366.6499938964844,1633655
2023-06-20 12:30:00,366.6600036621094,367.30999755859375,366.4908142089844,367.0799865722656,367.0799865722656,1229974
2023-06-20 12:45:00,367.0799865722656,367.4100036621094,366.82000732421875,367.06500244140625,367.06500244140625,999199
2023-06-20 13:00:00,367.0799865722656,367.2900085449219,366.6600036621094,367.1199951171875,367.1199951171875,1148485
2023-06-20 13:15:00,367.1300048828125,367.70001220703125,367.0849914550781,367.2699890136719,367.2699890136719,1136640
2023-06-20 13:30:00,367.2799987792969,367.5799865722656,367.19500732421875,367.2950134277344,367.2950134277344,713341
2023-06-20 13:45:00,367.2898864746094,367.4798889160156,366.42010498046875,366.52398681640625,366.52398681640625,1117965
2023-06-20 14:00:00,366.5400085449219,366.7799987792969,366.3999938964844,366.55999755859375,366.55999755859375,981450
2023-06-20 14:15:00,366.57000732421875,367.302001953125,366.57000732421875,367.2900085449219,367.2900085449219,1231358
2023-06-20 14:30:00,367.2889099121094,367.32000732421875,366.4700012207031,366.6099853515625,366.6099853515625,745078
2023-06-20 14:45:00,366.5899963378906,366.9049987792969,366.44000244140625,366.81878662109375,366.81878662109375,935943
2023-06-20 15:00:00,366.82000732421875,366.9599914550781,366.360595703125,366.7550048828125,366.7550048828125,918708
