Date,Open,High,Low,Close,Adj Close,Volume
2021-08-09,368.5199890136719,369.2699890136719,367.3900146484375,368.7300109863281,364.09686279296875,25960200
2021-08-10,369.260009765625,369.55999755859375,365.6199951171875,366.8399963378906,362.2305908203125,35130800
2021-08-11,368.1400146484375,368.6499938964844,364.8399963378906,366.2099914550781,361.6084899902344,34249800
2021-08-12,365.69000244140625,367.8999938964844,364.29998779296875,367.5299987792969,362.91192626953125,25969200
2021-08-13,367.8900146484375,369.1600036621094,367.3800048828125,368.82000732421875,364.1856994628906,19336200
2021-08-16,367.6700134277344,369.0199890136719,363.70001220703125,368.9800109863281,364.34368896484375,34856900
2021-08-17,366.1499938964844,367.1499938964844,363.2300109863281,365.7300109863281,361.13458251953125,44793900
2021-08-18,365.17999267578125,366.6199951171875,361.8699951171875,362.2099914550781,357.6587829589844,38541900
2021-08-19,360.2200012207031,365.67999267578125,359.9599914550781,363.9599914550781,359.38677978515625,48499400
2021-08-20,365.05999755859375,368.1400146484375,364.739990234375,367.7300109863281,363.1094055175781,39486000
2021-08-23,368.79998779296875,373.94000244140625,368.7900085449219,373.2300109863281,368.5403137207031,34034700
2021-08-24,373.8399963378906,374.989990234375,373.3599853515625,374.3699951171875,369.66595458984375,21732900
2021-08-25,374.6300048828125,375.3900146484375,373.8599853515625,374.79998779296875,370.090576171875,20441900
2021-08-26,373.9200134277344,374.6199951171875,371.9700012207031,372.4200134277344,367.740478515625,29133300
2021-08-27,373.07000732421875,376.55999755859375,372.57000732421875,376.0400085449219,371.3149719238281,27104700
2021-08-30,376.8500061035156,380.760009765625,376.8299865722656,380.260009765625,375.48199462890625,27295700
2021-08-31,380.510009765625,380.5799865722656,378.3599853515625,379.95001220703125,375.17584228515625,29628200
2021-09-01,381.0400085449219,382.7099914550781,380.3699951171875,380.5799865722656,375.7979431152344,28138300
2021-09-02,381.9700012207031,382.30999755859375,379.1499938964844,380.3999938964844,375.6202087402344,25453400
2021-09-03,379.2200012207031,381.9800109863281,379.20001220703125,381.57000732421875,376.7755126953125,24605400
2021-09-07,381.67999267578125,382.7799987792969,380.489990234375,382.1099853515625,377.3086853027344,23970200
2021-09-08,381.92999267578125,381.92999267578125,378.45001220703125,380.7799987792969,375.9953918457031,32949200
2021-09-09,381.010009765625,382.1499938964844,379.2200012207031,379.4700012207031,374.701904296875,29399000
2021-09-10,381.2300109863281,381.9700012207031,376.25,376.5899963378906,371.85809326171875,40249400
2021-09-13,378.989990234375,379.42999267578125,374.2200012207031,376.3299865722656,371.6013488769531,48741800
2021-09-14,377.8599853515625,378.6099853515625,374.2799987792969,375.260009765625,370.54486083984375,41826600
2021-09-15,375.7300109863281,378.4100036621094,373.3699951171875,378.04998779296875,373.2997131347656,34097900
2021-09-16,376.67999267578125,378.8999938964844,374.70001220703125,378.30999755859375,373.55645751953125,35193100
2021-09-17,377.82000732421875,377.8699951171875,372.760009765625,373.8299865722656,369.13275146484375,60912300
2021-09-20,367.4599914550781,369.25,360.92999267578125,365.70001220703125,361.5052795410156,76203200
2021-09-21,367.5799865722656,368.80999755859375,364.989990234375,366.1499938964844,361.95013427734375,41927500
2021-09-22,367.0899963378906,371.07000732421875,365.9599914550781,369.57000732421875,365.3308410644531,46972900
2021-09-23,370.760009765625,374.0400085449219,370.1000061035156,372.9800109863281,368.7017517089844,44652000
2021-09-24,370.6499938964844,373.760009765625,370.2699890136719,373.3299865722656,369.0477600097656,36056800
2021-09-27,370.20001220703125,371.25,367.7300109863281,370.3500061035156,366.1019287109375,43338100
2021-09-28,365.6700134277344,370.29998779296875,359.3500061035156,359.8699951171875,355.7421875,97701600
2021-09-29,361.1700134277344,363.3699951171875,358.6400146484375,359.2799987792969,355.1589050292969,58076600
2021-09-30,360.9700012207031,362.67999267578125,357.1000061035156,357.9599914550781,353.8540344238281,61384600
2021-10-01,358.6000061035156,361.25,354.3800048828125,360.17999267578125,356.0485534667969,56375500
2021-10-04,358.5199890136719,358.8599853515625,350.32000732421875,352.6199951171875,348.5752868652344,76766000
2021-10-05,353.7099914550781,359.69000244140625,353.4800109863281,357.3800048828125,353.28070068359375,47232900
2021-10-06,354.0799865722656,359.95001220703125,353.1499938964844,359.6700134277344,355.5444641113281,56806500
2021-10-07,362.79998779296875,365.69000244140625,362.25,362.9700012207031,358.80657958984375,39411200
2021-10-08,364.0799865722656,364.32000732421875,360.6099853515625,361.1600036621094,357.0173645019531,41822300
2021-10-11,359.5799865722656,363.20001220703125,358.29998779296875,358.3900146484375,354.2791442871094,34847200
2021-10-12,359.8800048828125,360.3299865722656,356.4800109863281,357.1400146484375,353.04345703125,43905100
2021-10-13,359.510009765625,360.69000244140625,357.42999267578125,360.0,355.8706359863281,40120800
2021-10-14,363.69000244140625,366.8500061035156,363.010009765625,366.6300048828125,362.42462158203125,43433900
2021-10-15,367.8800048828125,369.05999755859375,366.82000732421875,368.94000244140625,364.7080993652344,40419900
2021-10-18,367.6099853515625,372.8699951171875,366.989990234375,372.6499938964844,368.3755798339844,34513500
2021-10-19,373.75,375.5199890136719,372.70001220703125,375.4700012207031,371.1631774902344,29091000
2021-10-20,375.94000244140625,376.57000732421875,373.4599914550781,374.9800109863281,370.6788330078125,31390300
2021-10-21,374.1600036621094,377.4700012207031,373.8500061035156,377.2699890136719,372.9425354003906,25469300
2021-10-22,375.9800109863281,376.9700012207031,372.3900146484375,374.1000061035156,369.8089294433594,36275800
2021-10-25,375.55999755859375,378.8699951171875,373.55999755859375,377.92999267578125,373.594970703125,32597800
2021-10-26,380.2300109863281,382.7099914550781,377.9100036621094,379.1199951171875,374.7713317871094,47191300
2021-10-27,379.5799865722656,383.1499938964844,379.30999755859375,380.0,375.6412048339844,45760500
2021-10-28,381.95001220703125,384.4800109863281,381.1600036621094,384.2200012207031,379.81280517578125,38007000
2021-10-29,381.05999755859375,386.2799987792969,380.70001220703125,386.1099853515625,381.6811218261719,37310100
2021-11-01,386.55999755859375,387.55999755859375,384.4200134277344,387.42999267578125,382.9860534667969,30765300
2021-11-02,386.79998779296875,389.5400085449219,386.75,389.04998779296875,384.58740234375,25135300
2021-11-03,389.54998779296875,393.6099853515625,388.4800109863281,393.17999267578125,388.6700439453125,33748900
2021-11-04,394.4800109863281,399.20001220703125,393.9200134277344,398.2200012207031,393.6522216796875,40265300
2021-11-05,400.0400085449219,400.989990234375,397.1600036621094,398.6000061035156,394.02789306640625,43383800
2021-11-08,398.57000732421875,399.6199951171875,397.3999938964844,398.05999755859375,393.4940490722656,29256300
2021-11-09,399.1600036621094,399.57000732421875,393.9200134277344,395.32000732421875,390.7854919433594,50490700
2021-11-10,392.4700012207031,395.3599853515625,387.5299987792969,389.510009765625,385.04217529296875,54937400
2021-11-11,392.57000732421875,392.75,390.239990234375,390.5899963378906,386.1097717285156,32243000
2021-11-12,391.7699890136719,395.25,390.1300048828125,394.70001220703125,390.1726379394531,34730600
2021-11-15,395.9100036621094,396.239990234375,392.1000061035156,394.6099853515625,390.0836181640625,33716900
2021-11-16,393.8599853515625,397.92999267578125,393.6600036621094,397.4200134277344,392.8614501953125,27872900
2021-11-17,397.75,399.7200012207031,396.6400146484375,397.6300048828125,393.0690002441406,28703300
2021-11-18,399.7300109863281,402.2699890136719,397.45001220703125,401.75,397.1417541503906,45721500
2021-11-19,403.42999267578125,405.29998779296875,402.5799865722656,403.989990234375,399.3560485839844,45191700
2021-11-22,405.57000732421875,408.7099914550781,399.19000244140625,399.29998779296875,394.7198486328125,61715400
2021-11-23,398.1099853515625,400.2300109863281,392.9200134277344,397.4800109863281,392.92071533203125,70098700
2021-11-24,394.92999267578125,399.04998779296875,392.5400085449219,398.760009765625,394.18603515625,46954400
2021-11-26,396.1099853515625,397.5400085449219,389.7699890136719,391.20001220703125,386.7127990722656,51533300
2021-11-29,395.8900146484375,400.7300109863281,395.1400146484375,399.69000244140625,395.1053771972656,54447100
2021-11-30,398.7799987792969,401.19000244140625,391.75,393.82000732421875,389.302734375,81332700
2021-12-01,398.2799987792969,400.4800109863281,386.6400146484375,387.1199951171875,382.67950439453125,77766500
2021-12-02,385.79998779296875,391.739990234375,384.3399963378906,389.9100036621094,385.4375915527344,84416600
2021-12-03,391.30999755859375,392.3399963378906,378.8999938964844,383.1300048828125,378.7353515625,105349100
2021-12-06,383.6300048828125,387.6000061035156,379.29998779296875,386.20001220703125,381.7701721191406,67588800
2021-12-07,393.0299987792969,398.4599914550781,392.989990234375,397.8299865722656,393.2666931152344,56005300
2021-12-08,398.1700134277344,399.82000732421875,396.2200012207031,399.6099853515625,395.0262756347656,39204000
2021-12-09,398.3500061035156,400.20001220703125,393.5299987792969,393.7300109863281,389.2137451171875,49973700
2021-12-10,396.6199951171875,398.2799987792969,393.3599853515625,398.010009765625,393.4446716308594,52545800
2021-12-13,398.0,398.3299865722656,391.8800048828125,392.260009765625,387.7605895996094,50166400
2021-12-14,387.29998779296875,390.0899963378906,383.6300048828125,388.20001220703125,383.7471923828125,75199200
2021-12-15,387.94000244140625,397.4200134277344,383.8800048828125,397.04998779296875,392.49566650390625,73858000
2021-12-16,398.0400085449219,398.4800109863281,385.2099914550781,386.8399963378906,382.40277099609375,82591400
2021-12-17,383.3299865722656,389.19000244140625,381.7699890136719,384.9100036621094,380.4949645996094,80492500
2021-12-20,379.57000732421875,381.5,377.4700012207031,380.69000244140625,376.803955078125,65336800
2021-12-21,384.04998779296875,389.5299987792969,380.20001220703125,389.2099914550781,385.23699951171875,48899500
2021-12-22,388.9100036621094,394.1600036621094,388.2300109863281,393.95001220703125,389.9286193847656,37042200
2021-12-23,394.30999755859375,398.42999267578125,394.1400146484375,396.9200134277344,392.86834716796875,29595500
2021-12-27,398.25,403.4800109863281,398.2200012207031,403.4800109863281,399.361328125,32820700
2021-12-28,404.3999938964844,404.5799865722656,400.7099914550781,401.6099853515625,397.5104064941406,33113700
2021-12-29,401.75,403.04998779296875,399.1099853515625,401.54998779296875,397.4510192871094,32248500
2021-12-30,401.3299865722656,403.57000732421875,399.75,400.3500061035156,396.2633056640625,23850100
2021-12-31,399.6600036621094,401.05999755859375,397.3399963378906,397.8500061035156,393.7887878417969,34752900
2022-01-03,399.04998779296875,401.94000244140625,396.8800048828125,401.67999267578125,397.5797119140625,40575900
2022-01-04,402.239990234375,402.2799987792969,393.2900085449219,396.4700012207031,392.42291259765625,58027200
2022-01-05,394.739990234375,395.8900146484375,384.0299987792969,384.2900085449219,380.3672180175781,75739800
2022-01-06,382.4200134277344,387.3500061035156,380.1300048828125,384.0199890136719,380.0999450683594,70814300
2022-01-07,384.0299987792969,385.760009765625,378.0400085449219,379.8599853515625,375.982421875,72652300
2022-01-10,374.82000732421875,380.6400146484375,369.30999755859375,380.1099853515625,376.2298889160156,91770500
2022-01-11,379.3599853515625,385.989990234375,377.2200012207031,385.82000732421875,381.8816223144531,68295700
2022-01-12,388.4599914550781,390.20001220703125,385.010009765625,387.3500061035156,383.39599609375,54576400
2022-01-13,388.7699890136719,389.4700012207031,376.70001220703125,377.6600036621094,373.804931640625,77994000
2022-01-14,375.07000732421875,380.3500061035156,374.8599853515625,380.010009765625,376.1309509277344,80121200
2022-01-18,374.0400085449219,376.2200012207031,369.7699890136719,370.54998779296875,366.7674865722656,75450900
2022-01-19,372.1499938964844,374.69000244140625,366.2099914550781,366.4800109863281,362.7390441894531,81791500
2022-01-20,369.7900085449219,373.8699951171875,361.1700134277344,361.7200012207031,358.02764892578125,88610700
2022-01-21,359.4700012207031,362.17999267578125,351.3999938964844,351.69000244140625,348.1000061035156,143388900
2022-01-24,345.9100036621094,353.9800109863281,334.1499938964844,353.29998779296875,349.6935729980469,198685800
2022-01-25,346.6700134277344,351.0299987792969,341.67999267578125,345.1099853515625,341.5871276855469,124398400
2022-01-26,352.9100036621094,356.8800048828125,340.7799987792969,344.57000732421875,341.05267333984375,146559500
2022-01-27,349.3999938964844,351.2699890136719,340.04998779296875,341.1000061035156,337.61810302734375,95255700
2022-01-28,343.0299987792969,352.0199890136719,337.95001220703125,351.79998779296875,348.2088623046875,108167900
2022-01-31,353.20001220703125,363.6499938964844,351.5199890136719,363.04998779296875,359.34405517578125,94326400
2022-02-01,364.42999267578125,366.19000244140625,359.1400146484375,365.5199890136719,361.788818359375,74433000
2022-02-02,369.760009765625,370.1000061035156,364.2900085449219,368.489990234375,364.728515625,78777100
2022-02-03,358.5299987792969,361.92999267578125,352.4599914550781,353.54998779296875,349.9410095214844,95384800
2022-02-04,354.0799865722656,361.3999938964844,351.9700012207031,358.010009765625,354.35546875,86318300
2022-02-07,358.6199951171875,361.04998779296875,353.8399963378906,355.1300048828125,351.5048522949219,58198100
2022-02-08,353.9599914550781,360.239990234375,352.79998779296875,359.1199951171875,355.4541320800781,64720900
2022-02-09,363.760009765625,366.80999755859375,362.1199951171875,366.7300109863281,362.9864501953125,55766400
2022-02-10,359.5199890136719,366.489990234375,356.5400085449219,358.42999267578125,354.77117919921875,112468500
2022-02-11,358.42999267578125,360.07000732421875,345.79998779296875,347.05999755859375,343.51727294921875,101569100
2022-02-14,346.489990234375,350.9800109863281,343.8900146484375,347.489990234375,343.9428405761719,80254400
2022-02-15,352.9100036621094,356.3699951171875,351.82000732421875,356.1300048828125,352.4946594238281,55128800
2022-02-16,353.82000732421875,357.0899963378906,350.7099914550781,356.0400085449219,352.4056396484375,58947100
2022-02-17,352.739990234375,353.4599914550781,345.0199890136719,345.45001220703125,341.9237060546875,61801400
2022-02-18,346.4100036621094,346.80999755859375,339.1400146484375,341.510009765625,338.0238952636719,80001500
2022-02-22,338.489990234375,344.0400085449219,334.3500061035156,338.0799865722656,334.6289367675781,85967100
2022-02-23,341.32000732421875,342.17999267578125,329.1000061035156,329.4200134277344,326.05731201171875,86215400
2022-02-24,318.8399963378906,341.0400085449219,318.260009765625,340.489990234375,337.01434326171875,130614100
2022-02-25,341.30999755859375,345.9800109863281,337.3900146484375,345.7699890136719,342.240478515625,78842100
2022-02-28,342.510009765625,348.5400085449219,341.32000732421875,346.79998779296875,343.2599182128906,77515500
2022-03-01,345.75,348.0799865722656,338.8999938964844,341.489990234375,338.00408935546875,67407000
2022-03-02,343.0799865722656,348.5899963378906,340.239990234375,347.2200012207031,343.67559814453125,70609000
2022-03-03,349.92999267578125,350.0400085449219,340.3500061035156,342.260009765625,338.7662658691406,71089400
2022-03-04,339.8399963378906,341.30999755859375,334.9200134277344,337.29998779296875,333.85687255859375,76936300
2022-03-07,337.2900085449219,338.4800109863281,324.6499938964844,324.8599853515625,321.54388427734375,89933800
2022-03-08,324.04998779296875,333.2099914550781,319.94000244140625,323.3500061035156,320.0492858886719,116153900
2022-03-09,331.75,336.3800048828125,329.0899963378906,334.989990234375,331.5704650878906,64723400
2022-03-10,330.82000732421875,332.510009765625,326.7099914550781,331.2699890136719,327.888427734375,69362700
2022-03-11,334.32000732421875,334.6400146484375,323.8999938964844,324.3999938964844,321.08856201171875,66228400
2022-03-14,323.1300048828125,326.5899963378906,317.45001220703125,318.1700134277344,314.92218017578125,79802600
2022-03-15,320.8800048828125,328.95001220703125,319.2300109863281,328.1499938964844,324.80029296875,76471000
2022-03-16,332.1700134277344,340.44000244140625,328.3999938964844,340.32000732421875,336.8460388183594,105243000
2022-03-17,338.3699951171875,344.5,337.0400085449219,344.44000244140625,340.9239807128906,67810000
2022-03-18,342.739990234375,351.7900085449219,341.54998779296875,351.489990234375,347.90203857421875,85446300
2022-03-21,350.20001220703125,352.4800109863281,345.5799865722656,350.0799865722656,346.934814453125,73799100
2022-03-22,350.5899963378906,357.8500061035156,350.20001220703125,356.9599914550781,353.75299072265625,63345900
2022-03-23,354.010009765625,357.6600036621094,351.7699890136719,351.8299865722656,348.6690979003906,70615500
2022-03-24,353.79998779296875,359.70001220703125,351.5899963378906,359.6499938964844,356.4188537597656,53555300
2022-03-25,359.5899963378906,360.6700134277344,354.94000244140625,359.3500061035156,356.1215515136719,57584200
2022-03-28,359.3399963378906,365.010009765625,358.07000732421875,364.9100036621094,361.631591796875,56833900
2022-03-29,368.8999938964844,371.8299865722656,366.05999755859375,371.19000244140625,367.85516357421875,68073000
2022-03-30,369.2799987792969,370.9800109863281,365.57000732421875,367.0899963378906,363.7919921875,68757700
2022-03-31,367.239990234375,367.6000061035156,361.67999267578125,362.5400085449219,359.28289794921875,67011400
2022-04-01,362.80999755859375,363.6099853515625,358.5899963378906,361.8500061035156,358.5990905761719,54527800
2022-04-04,362.7099914550781,369.30999755859375,362.44000244140625,369.29998779296875,365.98211669921875,45950200
2022-04-05,367.80999755859375,368.5400085449219,359.92999267578125,361.1000061035156,357.8558044433594,62738700
2022-04-06,355.6499938964844,356.7799987792969,350.55999755859375,353.260009765625,350.0862731933594,90077100
2022-04-07,352.239990234375,356.3500061035156,348.69000244140625,354.1000061035156,350.9186706542969,63777400
2022-04-08,352.32000732421875,353.0899963378906,348.5,349.1499938964844,346.0131530761719,61956100
2022-04-11,344.80999755859375,345.75,340.5400085449219,340.8900146484375,337.8274230957031,66107400
2022-04-12,345.760009765625,347.69000244140625,338.0400085449219,339.45001220703125,336.4002990722656,72790200
2022-04-13,339.79998779296875,347.42999267578125,339.05999755859375,346.3500061035156,343.23834228515625,61367800
2022-04-14,346.44000244140625,346.9700012207031,338.2099914550781,338.42999267578125,335.3894958496094,73519400
2022-04-18,337.3500061035156,341.0400085449219,335.7900085449219,338.69000244140625,335.6471252441406,58560600
